databaseA,databaseB,descriptionA,descriptionB,label,,
teaches-sec_id,ZY-zym,sec_id: represents the unique identifier of the section being taught.,zym: the name of the major,0,,
teaches-sec_id,ZY-yxmc,sec_id: represents the unique identifier of the section being taught.,yxmc: the name of the school that offers the major,0,,
teaches-sec_id,ZY-xxnf,sec_id: represents the unique identifier of the section being taught.,xxnf: the academic year when the major is offered,0,,
teaches-sec_id,XX-xsId,sec_id: represents the unique identifier of the section being taught.,xsId: the identifier of the student who takes the course,0,,
teaches-sec_id,XX-pxkId,sec_id: represents the unique identifier of the section being taught.,pxkId: the identifier of the course offering being taken,0,,
teaches-sec_id,XX-cj,sec_id: represents the unique identifier of the section being taught.,cj: the grade of the student in the course,0,,
teaches-sec_id,SJ-scId,sec_id: represents the unique identifier of the section being taught.,scId: a unique identifier for each timeslot,0,,
teaches-sec_id,SJ-xq,sec_id: represents the unique identifier of the section being taught.,xq: the academic term or semester when the timeslot is offered,0,,
teaches-sec_id,SJ-kssj,sec_id: represents the unique identifier of the section being taught.,kssj: the start time of the timeslot,0,,
teaches-sec_id,SJ-jssj,sec_id: represents the unique identifier of the section being taught.,jssj: the end time of the timeslot,0,,
teaches-sec_id,XQ-kcId,sec_id: represents the unique identifier of the section being taught.,kcId: the identifier of the course being taken,0,,
teaches-sec_id,XQ-xykcId,sec_id: represents the unique identifier of the section being taught.,xykcId: the identifier of the course that serves as a prerequisite for the course,0,,
teaches-semester,JZ-jzId,semester: represents the semester in which the course is being taught (e.g.，Spring，Fall).,jzId: identifier of a building,0
teaches-semester,JZ-jzName,semester: represents the semester in which the course is being taught (e.g.，Spring，Fall).,jzName: the name of a building,0
teaches-semester,JZ-wz,semester: represents the semester in which the course is being taught (e.g.，Spring，Fall).,wz: location of the building,0
teaches-semester,FJ-jzId,semester: represents the semester in which the course is being taught (e.g.，Spring，Fall).,jzId: identifier of a building,0
teaches-semester,FJ-fjh,semester: represents the semester in which the course is being taught (e.g.，Spring，Fall).,fjh: room number,0
teaches-semester,FJ-rs,semester: represents the semester in which the course is being taught (e.g.，Spring，Fall).,rs: number of occupants in the room.,0
teaches-semester,ysAp-jzId,semester: represents the semester in which the course is being taught (e.g.，Spring，Fall).,jzId: identifier of a building,0
teaches-semester,ysAp-fjh,semester: represents the semester in which the course is being taught (e.g.，Spring，Fall).,fjh: room number,0
teaches-semester,ysAp-sj,semester: represents the semester in which the course is being taught (e.g.，Spring，Fall).,sj: time of an event,0
teaches-semester,ysAp-scId,semester: represents the semester in which the course is being taught (e.g.，Spring，Fall).,scId: identifier of a time slot,0
teaches-semester,ysAp-ddrId,semester: represents the semester in which the course is being taught (e.g.，Spring，Fall).,ddrId: identifier of the person who booked the room,0
teaches-semester,ysAp-yy,semester: represents the semester in which the course is being taught (e.g.，Spring，Fall).,yy: reason for booking the room,0
teaches-semester,YX-yxmc,semester: represents the semester in which the course is being taught (e.g.，Spring，Fall).,yxmc: name of a department,0
teaches-semester,YX-jzId,semester: represents the semester in which the course is being taught (e.g.，Spring，Fall).,jzId: identifier of a building,0
teaches-semester,YX-ys,semester: represents the semester in which the course is being taught (e.g.，Spring，Fall).,ys: budget for the department,0
teaches-semester,KC-kcId,semester: represents the semester in which the course is being taught (e.g.，Spring，Fall).,kcId: identifier of a course,0
teaches-semester,KC-mc,semester: represents the semester in which the course is being taught (e.g.，Spring，Fall).,mc: name of a course,0
teaches-semester,KC-yxmc,semester: represents the semester in which the course is being taught (e.g.，Spring，Fall).,yxmc: name of the department offering the course,0
teaches-semester,KC-xf,semester: represents the semester in which the course is being taught (e.g.，Spring，Fall).,xf: credits for the course.,0
teaches-semester,KC-yy,semester: represents the semester in which the course is being taught (e.g.，Spring，Fall).,yy: language of instruction for the course,0
teaches-semester,JS-jsId,semester: represents the semester in which the course is being taught (e.g.，Spring，Fall).,jsId: a unique identifier for each teacher,0
teaches-semester,JS-xm,semester: represents the semester in which the course is being taught (e.g.，Spring，Fall).,xm: the name of the teacher,0
teaches-semester,JS-yxmc,semester: represents the semester in which the course is being taught (e.g.，Spring，Fall).,yxmc: the name of the school where the teacher works,0
teaches-semester,JS-gn,semester: represents the semester in which the course is being taught (e.g.，Spring，Fall).,gn: the teacher's expertise or specialty,0
teaches-semester,JS-zj,semester: represents the semester in which the course is being taught (e.g.，Spring，Fall).,zj: the teacher's rank or seniority,0
teaches-semester,PXK-pxkId,semester: represents the semester in which the course is being taught (e.g.，Spring，Fall).,pxkId: a unique identifier for each course offering,0
teaches-semester,PXK-kcId,semester: represents the semester in which the course is being taught (e.g.，Spring，Fall).,kcId: the identifier of the course being offered,0
teaches-semester,PXK-khId,semester: represents the semester in which the course is being taught (e.g.，Spring，Fall).,khId: the identifier of the class section,0
teaches-semester,PXK-xq,semester: represents the semester in which the course is being taught (e.g.，Spring，Fall).,xq: the academic term or semester when the course is offered,1
teaches-semester,PXK-nf,semester: represents the semester in which the course is being taught (e.g.，Spring，Fall).,nf: the academic year when the course is offered,0
teaches-semester,KCM-pxkId,semester: represents the semester in which the course is being taught (e.g.，Spring，Fall).,pxkId: the identifier of the course offering,0
teaches-semester,KCM-jzId,semester: represents the semester in which the course is being taught (e.g.，Spring，Fall).,jzId: the identifier of the building where the course is held,0
teaches-semester,KCM-fjh,semester: represents the semester in which the course is being taught (e.g.，Spring，Fall).,fjh: the room number or identifier where the course is held,0
teaches-semester,KCM-scId,semester: represents the semester in which the course is being taught (e.g.，Spring，Fall).,scId: the identifier of the timeslot when the course is held,0
teaches-semester,JX-jsId,semester: represents the semester in which the course is being taught (e.g.，Spring，Fall).,jsId: the identifier of the teacher who instructs the course,0
teaches-semester,JX-pxkId,semester: represents the semester in which the course is being taught (e.g.，Spring，Fall).,pxkId: the identifier of the course offering being instructed,0
